icd10,icd10_3,title,chapter_number,chapter_title,block_title
"B976","B97","Parvovirus as the cause of diseases classified to other chapters",1,"Certain infectious and parasitic diseases","Bacterial, viral and other infectious agents"
"B977","B97","Papillomavirus as the cause of diseases classified to other chapters",1,"Certain infectious and parasitic diseases","Bacterial, viral and other infectious agents"
"B978","B97","Other viral agents as the cause of diseases classified to other chapters",1,"Certain infectious and parasitic diseases","Bacterial, viral and other infectious agents"
"B98","B98","Other specified infectious agents as the cause of diseases classified to other chapters",1,"Certain infectious and parasitic diseases","Bacterial, viral and other infectious agents"
"B980","B98","Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters",1,"Certain infectious and parasitic diseases","Bacterial, viral and other infectious agents"
"B981","B98","Vibrio vulnificus as the cause of diseases classified to other chapters",1,"Certain infectious and parasitic diseases","Bacterial, viral and other infectious agents"
"B99","B99","Other and unspecified infectious diseases",1,"Certain infectious and parasitic diseases","Other infectious diseases"
"C00","C00","Malignant neoplasm of lip",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C000","C00","Malignant neoplasm: External upper lip",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C001","C00","Malignant neoplasm: External lower lip",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C002","C00","Malignant neoplasm: External lip, unspecified",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C003","C00","Malignant neoplasm: Upper lip, inner aspect",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C004","C00","Malignant neoplasm: Lower lip, inner aspect",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C005","C00","Malignant neoplasm: Lip, unspecified, inner aspect",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C006","C00","Malignant neoplasm: Commissure of lip",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C008","C00","Malignant neoplasm: Overlapping lesion of lip",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C009","C00","Malignant neoplasm: Lip, unspecified",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C01","C01","Malignant neoplasm of base of tongue",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C02","C02","Malignant neoplasm of other and unspecified parts of tongue",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C020","C02","Malignant neoplasm: Dorsal surface of tongue",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C021","C02","Malignant neoplasm: Border of tongue",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C022","C02","Malignant neoplasm: Ventral surface of tongue",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C023","C02","Malignant neoplasm: Anterior two-thirds of tongue, part unspecified",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C024","C02","Malignant neoplasm: Lingual tonsil",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C028","C02","Malignant neoplasm: Overlapping lesion of tongue",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C029","C02","Malignant neoplasm: Tongue, unspecified",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C03","C03","Malignant neoplasm of gum",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C030","C03","Malignant neoplasm: Upper gum",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C031","C03","Malignant neoplasm: Lower gum",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C039","C03","Malignant neoplasm: Gum, unspecified",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C04","C04","Malignant neoplasm of floor of mouth",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C040","C04","Malignant neoplasm: Anterior floor of mouth",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C041","C04","Malignant neoplasm: Lateral floor of mouth",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C048","C04","Malignant neoplasm: Overlapping lesion of floor of mouth",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C049","C04","Malignant neoplasm: Floor of mouth, unspecified",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C05","C05","Malignant neoplasm of palate",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C050","C05","Malignant neoplasm: Hard palate",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C051","C05","Malignant neoplasm: Soft palate",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C052","C05","Malignant neoplasm: Uvula",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C058","C05","Malignant neoplasm: Overlapping lesion of palate",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C059","C05","Malignant neoplasm: Palate, unspecified",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C06","C06","Malignant neoplasm of other and unspecified parts of mouth",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C060","C06","Malignant neoplasm: Cheek mucosa",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C061","C06","Malignant neoplasm: Vestibule of mouth",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C062","C06","Malignant neoplasm: Retromolar area",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C068","C06","Malignant neoplasm: Overlapping lesion of other and unspecified parts of mouth",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C069","C06","Malignant neoplasm: Mouth, unspecified",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C07","C07","Malignant neoplasm of parotid gland",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C08","C08","Malignant neoplasm of other and unspecified major salivary glands",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C080","C08","Malignant neoplasm: Submandibular gland",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C081","C08","Malignant neoplasm: Sublingual gland",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C088","C08","Malignant neoplasm: Overlapping lesion of major salivary glands",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C089","C08","Malignant neoplasm: Major salivary gland, unspecified",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C09","C09","Malignant neoplasm of tonsil",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C090","C09","Malignant neoplasm: Tonsillar fossa",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C091","C09","Malignant neoplasm: Tonsillar pillar (anterior)(posterior)",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C098","C09","Malignant neoplasm: Overlapping lesion of tonsil",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C099","C09","Malignant neoplasm: Tonsil, unspecified",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C10","C10","Malignant neoplasm of oropharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C100","C10","Malignant neoplasm: Vallecula",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C101","C10","Malignant neoplasm: Anterior surface of epiglottis",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C102","C10","Malignant neoplasm: Lateral wall of oropharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C103","C10","Malignant neoplasm: Posterior wall of oropharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C104","C10","Malignant neoplasm: Branchial cleft",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C108","C10","Malignant neoplasm: Overlapping lesion of oropharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C109","C10","Malignant neoplasm: Oropharynx, unspecified",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C11","C11","Malignant neoplasm of nasopharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C110","C11","Malignant neoplasm: Superior wall of nasopharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C111","C11","Malignant neoplasm: Posterior wall of nasopharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C112","C11","Malignant neoplasm: Lateral wall of nasopharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C113","C11","Malignant neoplasm: Anterior wall of nasopharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C118","C11","Malignant neoplasm: Overlapping lesion of nasopharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C119","C11","Malignant neoplasm: Nasopharynx, unspecified",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C12","C12","Malignant neoplasm of piriform sinus",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C13","C13","Malignant neoplasm of hypopharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C130","C13","Malignant neoplasm: Postcricoid region",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C131","C13","Malignant neoplasm: Aryepiglottic fold, hypopharyngeal aspect",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C132","C13","Malignant neoplasm: Posterior wall of hypopharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C138","C13","Malignant neoplasm: Overlapping lesion of hypopharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C139","C13","Malignant neoplasm: Hypopharynx, unspecified",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C14","C14","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C140","C14","Malignant neoplasm: Pharynx, unspecified",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C142","C14","Malignant neoplasm: Waldeyer ring",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C148","C14","Malignant neoplasm: Overlapping lesion of lip, oral cavity and pharynx",2,"Neoplasms","Malignant neoplasms of lip, oral cavity and pharynx"
"C15","C15","Malignant neoplasm of oesophagus",2,"Neoplasms","Malignant neoplasms of digestive organs"
"C150","C15","Malignant neoplasm: Cervical part of oesophagus",2,"Neoplasms","Malignant neoplasms of digestive organs"
"C151","C15","Malignant neoplasm: Thoracic part of oesophagus",2,"Neoplasms","Malignant neoplasms of digestive organs"
"C152","C15","Malignant neoplasm: Abdominal part of oesophagus",2,"Neoplasms","Malignant neoplasms of digestive organs"
"C153","C15","Malignant neoplasm: Upper third of oesophagus",2,"Neoplasms","Malignant neoplasms of digestive organs"
"C154","C15","Malignant neoplasm: Middle third of oesophagus",2,"Neoplasms","Malignant neoplasms of digestive organs"
"C155","C15","Malignant neoplasm: Lower third of oesophagus",2,"Neoplasms","Malignant neoplasms of digestive organs"
"C158","C15","Malignant neoplasm: Overlapping lesion of oesophagus",2,"Neoplasms","Malignant neoplasms of digestive organs"
"C159","C15","Malignant neoplasm: Oesophagus, unspecified",2,"Neoplasms","Malignant neoplasms of digestive organs"
